vf_id,domain,domain_code,capability,origin,source_r2v_ids,source_capabilities,evidence_class,decision,priority,candidate_or_reference,authority_rule,verification_gate,status
VF-COL-010,17 Collaboration and enterprise governance,COL,Collaboration Provider Capability,REPLIT-DERIVED-REQUIREMENT,R2V-306,Real-time co-editing/presence,DOCUMENTED,BRIDGE,P2,Yjs/Liveblocks/provider CRDT,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Collaboration Provider Capability.",RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
VF-COL-011,17 Collaboration and enterprise governance,COL,EnterpriseDirectoryBinding,REPLIT-DERIVED-REQUIREMENT,R2V-307,SAML/SCIM enterprise lifecycle,DOCUMENTED,BRIDGE,P2,WorkOS/Zitadel/etc.,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
VF-COL-012,17 Collaboration and enterprise governance,COL,AuditSink,REPLIT-DERIVED-REQUIREMENT,R2V-308,SIEM streaming,DOCUMENTED,BRIDGE,P2,Webhook/S3/OTel exporters,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for AuditSink.",RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
VF-COL-013,17 Collaboration and enterprise governance,COL,SupportBundle,REPLIT-DERIVED-REQUIREMENT,R2V-309,Support access/log upload,PACKAGE-PROVEN,OWN,P2,Redacted diagnostic bundle,"VibeFlow is authoritative for SupportBundle state/policy; external IDs are references, never the source of VibeFlow truth.",RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
VF-COL-014,17 Collaboration and enterprise governance,COL,BillingAccount/CostCenter,REPLIT-DERIVED-REQUIREMENT,R2V-310,Workspace/organization billing scope,DOCUMENTED,OWN,P2,Usage ledger,"VibeFlow is authoritative for BillingAccount/CostCenter state/policy; external IDs are references, never the source of VibeFlow truth.",RBAC/collaboration isolation + enterprise audit tests,NOT_STARTED
VF-BIL-001,"18 Billing, entitlements and commercial system",BIL,AgentUsageRecord,REPLIT-DERIVED-REQUIREMENT,R2V-311,Agent usage metering,CORROBORATED,OWN,P2,OTel usage events + ledger,"VibeFlow is authoritative for AgentUsageRecord state/policy; external IDs are references, never the source of VibeFlow truth.",Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-002,"18 Billing, entitlements and commercial system",BIL,Attribution,REPLIT-DERIVED-REQUIREMENT,R2V-312,AppsFlyer attribution,PACKAGE-PROVEN,REJECT/OMIT,P2,First-party UTM/install refs,Not a greenfield core authority; no foundational dependency on this capability.,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-003,"18 Billing, entitlements and commercial system",BIL,UsageBudget,REPLIT-DERIVED-REQUIREMENT,R2V-313,Budgets/limits,DOCUMENTED,OWN,P2,Rules + notifications,"VibeFlow is authoritative for UsageBudget state/policy; external IDs are references, never the source of VibeFlow truth.",Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-004,"18 Billing, entitlements and commercial system",BIL,Provider UsageRecord categories,REPLIT-DERIVED-REQUIREMENT,R2V-314,Deployment/database/storage usage pricing dimensions,DOCUMENTED,BRIDGE,P2,Usage ingestion + invoices,"VibeFlow is authoritative for Provider UsageRecord categories state/policy; external IDs are references, never the source of VibeFlow truth.",Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-005,"18 Billing, entitlements and commercial system",BIL,Entitlement,REPLIT-DERIVED-REQUIREMENT,R2V-315,Entitlements,PACKAGE-PROVEN,OWN,P2,PostgreSQL + policy,"VibeFlow is authoritative for Entitlement state/policy; external IDs are references, never the source of VibeFlow truth.",Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-006,"18 Billing, entitlements and commercial system",BIL,FeatureFlag,REPLIT-DERIVED-REQUIREMENT,R2V-316,Feature flags/experiments,PACKAGE-PROVEN,ADOPT,P2,Simple DB flags/GrowthBook core,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for FeatureFlag.,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-007,"18 Billing, entitlements and commercial system",BIL,StorePurchase,REPLIT-DERIVED-REQUIREMENT,R2V-317,Mobile IAP,PACKAGE-PROVEN,OWN,P2,OpenIAP/expo-iap + StoreKit/Play Billing,"VibeFlow is authoritative for StorePurchase state/policy; external IDs are references, never the source of VibeFlow truth.",Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-008,"18 Billing, entitlements and commercial system",BIL,Store Purchase Reconciliation,REPLIT-DERIVED-REQUIREMENT,R2V-318;R2V-319,Native Apple purchase completion mutation; Native Google purchase completion mutation,PACKAGE-PROVEN,EXTERNAL,P2,Google Billing/OpenIAP + billing backend; StoreKit/OpenIAP + billing backend,Platform rail remains authoritative; VibeFlow records intent/status/evidence for Store Purchase Reconciliation.,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-009,"18 Billing, entitlements and commercial system",BIL,Growth Campaigns,REPLIT-DERIVED-REQUIREMENT,R2V-320,Referrals/announcements,PACKAGE-PROVEN,REJECT/OMIT,P2,Custom later,Not a greenfield core authority; no foundational dependency on this capability.,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-010,"18 Billing, entitlements and commercial system",BIL,AgentProvider UsageRecord,REPLIT-DERIVED-REQUIREMENT,R2V-321,Separate AI/Agent usage pricing dimension,DOCUMENTED,BRIDGE,P2,Provider usage ingestion,"VibeFlow is authoritative for AgentProvider UsageRecord state/policy; external IDs are references, never the source of VibeFlow truth.",Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-011,"18 Billing, entitlements and commercial system",BIL,Store Customer Link,REPLIT-DERIVED-REQUIREMENT,R2V-322,Store customer creation/retrieval,PACKAGE-PROVEN,OWN,P2,Billing account mapping,"VibeFlow is authoritative for Store Customer Link state/policy; external IDs are references, never the source of VibeFlow truth.",Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-012,"18 Billing, entitlements and commercial system",BIL,VibeFlowPlan,REPLIT-DERIVED-REQUIREMENT,R2V-323,Subscription plans,CORROBORATED,OWN,P2,PostgreSQL entitlement catalog,"VibeFlow is authoritative for VibeFlowPlan state/policy; external IDs are references, never the source of VibeFlow truth.",Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-013,"18 Billing, entitlements and commercial system",BIL,Do not copy as default,REPLIT-DERIVED-REQUIREMENT,R2V-324,Unified credits,DOCUMENTED,REJECT/OMIT,P2,Separate meters,Not a greenfield core authority; no foundational dependency on this capability.,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-014,"18 Billing, entitlements and commercial system",BIL,BudgetPolicy,REPLIT-DERIVED-REQUIREMENT,R2V-325,Usage/budget configuration document,PACKAGE-PROVEN,OWN,P2,Usage meter + budget engine,"VibeFlow is authoritative for BudgetPolicy state/policy; external IDs are references, never the source of VibeFlow truth.",Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-015,"18 Billing, entitlements and commercial system",BIL,WebCheckout,REPLIT-DERIVED-REQUIREMENT,R2V-326,Web checkout,PACKAGE-PROVEN,BRIDGE,P2,Stripe/Paddle/etc.,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-016,"18 Billing, entitlements and commercial system",BIL,App Commerce Binding,REPLIT-DERIVED-REQUIREMENT,R2V-327,Whop/Stripe/RevenueCat monetization for user apps,DOCUMENTED,BRIDGE,P2,Stripe/Whop/RevenueCat,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for App Commerce Binding.",Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-BIL-017,"18 Billing, entitlements and commercial system",BIL,ProviderUsageRecord,REPLIT-DERIVED-REQUIREMENT,R2V-328,Workspace/deployment/storage usage,DOCUMENTED,OWN,P2,Adapter usage APIs,"VibeFlow is authoritative for ProviderUsageRecord state/policy; external IDs are references, never the source of VibeFlow truth.",Ledger/reconciliation/entitlement idempotency + provider receipt evidence,NOT_STARTED
VF-ECO-001,"19 External clients, APIs and ecosystem interoperability",ECO,Admin API,REPLIT-DERIVED-REQUIREMENT,R2V-329,Admin API,DOCUMENTED,OWN,P2,REST/GraphQL admin API,"VibeFlow is authoritative for Admin API state/policy; external IDs are references, never the source of VibeFlow truth.",Protocol conformance + scoped authorization + compatibility tests,NOT_STARTED
VF-ECO-002,"19 External clients, APIs and ecosystem interoperability",ECO,CLI Agent/Workspace Adapter,REPLIT-DERIVED-REQUIREMENT,R2V-330,Gemini CLI extension,DOCUMENTED,BRIDGE,P2,ACP/MCP/CLI adapter,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for CLI Agent/Workspace Adapter.",Protocol conformance + scoped authorization + compatibility tests,NOT_STARTED
VF-ECO-003,"19 External clients, APIs and ecosystem interoperability",ECO,Signed Import/Install Descriptor,REPLIT-DERIVED-REQUIREMENT,R2V-331,Open-in/install-link ecosystem affordances,DOCUMENTED,DEFER,P2,Deep links + signed manifests,Not a greenfield core authority; no foundational dependency on this capability.,Protocol conformance + scoped authorization + compatibility tests,NOT_STARTED
VF-ECO-004,"19 External clients, APIs and ecosystem interoperability",ECO,External Assistant Connector,REPLIT-DERIVED-REQUIREMENT,R2V-332;R2V-333,Replit in ChatGPT; Replit in Claude,DOCUMENTED,BRIDGE,P2,MCP/app connector,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for External Assistant Connector.",Protocol conformance + scoped authorization + compatibility tests,NOT_STARTED
VF-ECO-005,"19 External clients, APIs and ecosystem interoperability",ECO,Messaging Control Adapter,REPLIT-DERIVED-REQUIREMENT,R2V-334,Replit in Slack,DOCUMENTED,DEFER,P2,Slack app/MCP,Not a greenfield core authority; no foundational dependency on this capability.,Protocol conformance + scoped authorization + compatibility tests,NOT_STARTED
VF-ECO-006,"19 External clients, APIs and ecosystem interoperability",ECO,VibeFlow MCP server — external client exposure,REPLIT-DERIVED-REQUIREMENT,R2V-335,Replit MCP server for external clients,DOCUMENTED,OWN,P2,MCP 2026-07-28,"VibeFlow is authoritative for VibeFlow MCP Server state/policy; external IDs are references, never the source of VibeFlow truth.",Protocol conformance + scoped authorization + compatibility tests,NOT_STARTED
VF-SAA-001,"20 SaaS business, support and administration",SAA,Account Portal,REPLIT-DERIVED-REQUIREMENT,R2V-336,Account portal,CORROBORATED,OWN,P2,React web + shared APIs,"VibeFlow is authoritative for Account Portal state/policy; external IDs are references, never the source of VibeFlow truth.",SaaS workflow + privacy/redaction + audit tests,NOT_STARTED
VF-SAA-002,"20 SaaS business, support and administration",SAA,Admin Console,REPLIT-DERIVED-REQUIREMENT,R2V-337,Admin/support console,CORROBORATED,ADOPT,P2,Retool/Appsmith/custom,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Admin Console.,SaaS workflow + privacy/redaction + audit tests,NOT_STARTED
VF-SAA-003,"20 SaaS business, support and administration",SAA,AI Development Contract,REPLIT-DERIVED-REQUIREMENT,R2V-338,AI-friendly repository instructions,INFERRED/ARCHITECTURAL,OWN,P2,AGENTS.md + llms.txt + skill manifests,"VibeFlow is authoritative for AI Development Contract state/policy; external IDs are references, never the source of VibeFlow truth.",SaaS workflow + privacy/redaction + audit tests,NOT_STARTED
VF-SAA-004,"20 SaaS business, support and administration",SAA,Email service,REPLIT-DERIVED-REQUIREMENT,R2V-339,Email lifecycle,CORROBORATED,ADOPT,P2,Resend/Postmark/etc.,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Email service.,SaaS workflow + privacy/redaction + audit tests,NOT_STARTED
VF-SAA-005,"20 SaaS business, support and administration",SAA,Enterprise feature pack,REPLIT-DERIVED-REQUIREMENT,R2V-340,Enterprise sales/provisioning,DOCUMENTED,DEFER,P2,WorkOS + CRM,Not a greenfield core authority; no foundational dependency on this capability.,SaaS workflow + privacy/redaction + audit tests,NOT_STARTED
VF-SAA-006,"20 SaaS business, support and administration",SAA,Feedback Center,REPLIT-DERIVED-REQUIREMENT,R2V-341,Feedback/help entry points,CORROBORATED,OWN,P2,Helpdesk/feedback SaaS,"VibeFlow is authoritative for Feedback Center state/policy; external IDs are references, never the source of VibeFlow truth.",SaaS workflow + privacy/redaction + audit tests,NOT_STARTED
VF-SAA-007,"20 SaaS business, support and administration",SAA,VibeFlow Web,REPLIT-DERIVED-REQUIREMENT,R2V-342,Marketing/pricing/docs site,DOCUMENTED,ADOPT,P2,Next.js/Open SaaS patterns,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for VibeFlow Web.,SaaS workflow + privacy/redaction + audit tests,NOT_STARTED
VF-SAA-008,"20 SaaS business, support and administration",SAA,Billing Provider,REPLIT-DERIVED-REQUIREMENT,R2V-343,Payment invoices/tax,DOCUMENTED,BRIDGE,P2,Stripe/Paddle/etc.,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,SaaS workflow + privacy/redaction + audit tests,NOT_STARTED
VF-SAA-009,"20 SaaS business, support and administration",SAA,Support Evidence Attachment,REPLIT-DERIVED-REQUIREMENT,R2V-344,Support asset upload,PACKAGE-PROVEN,OWN,P2,Object storage + signed upload,"VibeFlow is authoritative for Support Evidence Attachment state/policy; external IDs are references, never the source of VibeFlow truth.",SaaS workflow + privacy/redaction + audit tests,NOT_STARTED
VF-SAA-010,"20 SaaS business, support and administration",SAA,Diagnostic Bundle,REPLIT-DERIVED-REQUIREMENT,R2V-345,Support diagnostic log upload,PACKAGE-PROVEN,OWN,P2,Redacted diagnostic pack,"VibeFlow is authoritative for Diagnostic Bundle state/policy; external IDs are references, never the source of VibeFlow truth.",SaaS workflow + privacy/redaction + audit tests,NOT_STARTED
VF-SAA-011,"20 SaaS business, support and administration",SAA,Support Case,REPLIT-DERIVED-REQUIREMENT,R2V-346,Support request creation,PACKAGE-PROVEN,OWN,P2,Helpdesk integration,"VibeFlow is authoritative for Support Case state/policy; external IDs are references, never the source of VibeFlow truth.",SaaS workflow + privacy/redaction + audit tests,NOT_STARTED
VF-REL-001,21 Release engineering and software supply chain,REL,CleanRoomPolicy,REPLIT-DERIVED-REQUIREMENT,R2V-347,Clean-room policy,INFERRED/ARCHITECTURAL,OWN,P2,Repository policy + evidence refs,"VibeFlow is authoritative for CleanRoomPolicy state/policy; external IDs are references, never the source of VibeFlow truth.",SBOM/signature/provenance/reproducible-build/release gates,NOT_STARTED
VF-REL-002,21 Release engineering and software supply chain,REL,DependencyPolicy,REPLIT-DERIVED-REQUIREMENT,R2V-348,Commercial license policy,INFERRED/ARCHITECTURAL,OWN,P2,License allowlist + legal review,"VibeFlow is authoritative for DependencyPolicy state/policy; external IDs are references, never the source of VibeFlow truth.",SBOM/signature/provenance/reproducible-build/release gates,IMPLEMENTED
VF-REL-003,21 Release engineering and software supply chain,REL,ConformanceSuite,REPLIT-DERIVED-REQUIREMENT,R2V-349,Conformance tests,INFERRED/ARCHITECTURAL,OWN,P2,Test harness,"VibeFlow is authoritative for ConformanceSuite state/policy; external IDs are references, never the source of VibeFlow truth.",SBOM/signature/provenance/reproducible-build/release gates,IMPLEMENTED
VF-REL-004,21 Release engineering and software supply chain,REL,SBOM/DependencyRegistry,REPLIT-DERIVED-REQUIREMENT,R2V-350,Dependency inventory,PACKAGE-PROVEN,OWN,P2,Syft/OSV/license scanner,"VibeFlow is authoritative for SBOM/DependencyRegistry state/policy; external IDs are references, never the source of VibeFlow truth.",SBOM/signature/provenance/reproducible-build/release gates,IMPLEMENTED
VF-REL-005,21 Release engineering and software supply chain,REL,SBOM/Dependency Evidence,REPLIT-DERIVED-REQUIREMENT,R2V-351,Dependency/version inventory in APK,PACKAGE-PROVEN,OWN,P2,CycloneDX/Syft/Gradle lockfiles,"VibeFlow is authoritative for SBOM/Dependency Evidence state/policy; external IDs are references, never the source of VibeFlow truth.",SBOM/signature/provenance/reproducible-build/release gates,IN_PROGRESS
VF-REL-006,21 Release engineering and software supply chain,REL,Runtime Compatibility Gate,REPLIT-DERIVED-REQUIREMENT,R2V-352,Hermes v96 bytecode runtime compatibility,PACKAGE-PROVEN,ADOPT,P2,Expo/React Native/Hermes,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Runtime Compatibility Gate.,SBOM/signature/provenance/reproducible-build/release gates,NOT_STARTED
VF-REL-007,21 Release engineering and software supply chain,REL,MobileRelease,REPLIT-DERIVED-REQUIREMENT,R2V-353,Mobile binary releases,PACKAGE-PROVEN,ADOPT,P2,EAS/GitHub Actions/Fastlane,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for MobileRelease.,SBOM/signature/provenance/reproducible-build/release gates,NOT_STARTED
VF-REL-008,21 Release engineering and software supply chain,REL,Native Binary Hardening Gate,REPLIT-DERIVED-REQUIREMENT,R2V-354,Native library hardening baseline,PACKAGE-PROVEN,ADOPT,P2,Compiler/linker hardening + scanner,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Native Binary Hardening Gate.,SBOM/signature/provenance/reproducible-build/release gates,NOT_STARTED
VF-REL-009,21 Release engineering and software supply chain,REL,OTARelease,REPLIT-DERIVED-REQUIREMENT,R2V-355,OTA JS/assets,PACKAGE-PROVEN,ADOPT,P2,expo-updates,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for OTARelease.,SBOM/signature/provenance/reproducible-build/release gates,NOT_STARTED
VF-REL-010,21 Release engineering and software supply chain,REL,OTA Compatibility Policy,REPLIT-DERIVED-REQUIREMENT,R2V-356,OTA/native compatibility runtimeVersion,PACKAGE-PROVEN,OWN,P2,expo-updates channels/runtimeVersion,"VibeFlow is authoritative for OTA Compatibility Policy state/policy; external IDs are references, never the source of VibeFlow truth.",SBOM/signature/provenance/reproducible-build/release gates,NOT_STARTED
VF-REL-011,21 Release engineering and software supply chain,REL,Signed Native Release,REPLIT-DERIVED-REQUIREMENT,R2V-357,Signed mobile APK distribution,PACKAGE-PROVEN,EXTERNAL,P2,Android signing/EAS/Play,Platform rail remains authoritative; VibeFlow records intent/status/evidence for Signed Native Release.,SBOM/signature/provenance/reproducible-build/release gates,NOT_STARTED
VF-ENV-001,22 Project environment and configuration model,ENV,Project Runtime Descriptor,REPLIT-DERIVED-REQUIREMENT,R2V-358,.replit project configuration,DOCUMENTED,BRIDGE,P2,Dev Container + adapter extension config,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Project Runtime Descriptor.",Environment parsing/port/dependency reproducibility tests,NOT_STARTED
VF-ENV-002,22 Project environment and configuration model,ENV,Dependency Capability,REPLIT-DERIVED-REQUIREMENT,R2V-359,Dependency management UI/Agent integration,DOCUMENTED,BRIDGE,P2,Package manager/workspace adapter,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Dependency Capability.",Environment parsing/port/dependency reproducibility tests,NOT_STARTED
VF-ENV-003,22 Project environment and configuration model,ENV,Port Capability Manifest,REPLIT-DERIVED-REQUIREMENT,R2V-360,Port declaration/detection,DOCUMENTED,BRIDGE,P2,Dev Container ports/workspace adapter,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Port Capability Manifest.",Environment parsing/port/dependency reproducibility tests,NOT_STARTED
VF-ENV-004,22 Project environment and configuration model,ENV,Project Instruction Artifact,REPLIT-DERIVED-REQUIREMENT,R2V-361,replit.md project/Agent guidance,DOCUMENTED,EXTEND,P2,AGENTS.md + provider-specific compatibility,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Project Instruction Artifact.,Environment parsing/port/dependency reproducibility tests,NOT_STARTED
VF-ENV-005,22 Project environment and configuration model,ENV,Environment Definition,REPLIT-DERIVED-REQUIREMENT,R2V-362,replit.nix environment configuration,DOCUMENTED,BRIDGE,P2,Dev Containers/Nix adapters,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Environment Definition.",Environment parsing/port/dependency reproducibility tests,IN_PROGRESS
VF-GRO-001,"23 Growth, feedback, discovery and SEO",GRO,Feedback -> Task lineage,REPLIT-DERIVED-REQUIREMENT,R2V-363,Agent Inbox from published-app feedback,DOCUMENTED,DEFER,P2,Feedback widget + task API,Not a greenfield core authority; no foundational dependency on this capability.,Quality metric reproducibility + feedback/task lineage,NOT_STARTED
VF-GRO-002,"23 Growth, feedback, discovery and SEO",GRO,Growth Surface,REPLIT-DERIVED-REQUIREMENT,R2V-364,Referral/announcement growth surfaces,PACKAGE-PROVEN,REJECT/OMIT,P2,Product analytics/CRM,Not a greenfield core authority; no foundational dependency on this capability.,Quality metric reproducibility + feedback/task lineage,NOT_STARTED
VF-GRO-003,"23 Growth, feedback, discovery and SEO",GRO,SEO Finding -> Task,REPLIT-DERIVED-REQUIREMENT,R2V-365,SEO Agent,DOCUMENTED,DEFER,P2,Scanner + coding agent,Not a greenfield core authority; no foundational dependency on this capability.,Quality metric reproducibility + feedback/task lineage,NOT_STARTED
VF-GRO-004,"23 Growth, feedback, discovery and SEO",GRO,SEO Verification Check,REPLIT-DERIVED-REQUIREMENT,R2V-366,SEO Rating,DOCUMENTED,BRIDGE,P2,Lighthouse/SEO scanner,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for SEO Verification Check.",Quality metric reproducibility + feedback/task lineage,NOT_STARTED
VF-UNK-001,24 Private or unknowable Replit implementation,UNK,Abuse & Risk Policy,REPLIT-DERIVED-REQUIREMENT,R2V-367,Abuse/fraud/platform-safety decision systems,UNKNOWN/PRIVATE,OWN,REFERENCE_ONLY,Rate limits/risk vendors/manual review,"VibeFlow is authoritative for Abuse & Risk Policy state/policy; external IDs are references, never the source of VibeFlow truth.",Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-002,24 Private or unknowable Replit implementation,UNK,Provider-neutral AgentBinding + policy,REPLIT-DERIVED-REQUIREMENT,R2V-368,Agent foundation/model orchestration,UNKNOWN/PRIVATE,UNKNOWN/OWN-INDEPENDENTLY,REFERENCE_ONLY,Standards/OSS primitives,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-003,24 Private or unknowable Replit implementation,UNK,VibeFlow Agent Policy,REPLIT-DERIVED-REQUIREMENT,R2V-369,Agent system prompts and hidden safety/tool policy,UNKNOWN/PRIVATE,OWN,REFERENCE_ONLY,Policy engine + adapter contracts,"VibeFlow is authoritative for VibeFlow Agent Policy state/policy; external IDs are references, never the source of VibeFlow truth.",Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-004,24 Private or unknowable Replit implementation,UNK,Central policy + gateway + provider grants,REPLIT-DERIVED-REQUIREMENT,R2V-370,Authorization enforcement topology,UNKNOWN/PRIVATE,UNKNOWN/OWN-INDEPENDENTLY,REFERENCE_ONLY,Standards/OSS primitives,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-005,24 Private or unknowable Replit implementation,UNK,Append-only VibeFlow usage/entitlement ledger,REPLIT-DERIVED-REQUIREMENT,R2V-371,Billing ledger/reconciliation internals,UNKNOWN/PRIVATE,UNKNOWN/OWN-INDEPENDENTLY,REFERENCE_ONLY,Standards/OSS primitives,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-006,24 Private or unknowable Replit implementation,UNK,VibeFlow Billing Ledger,REPLIT-DERIVED-REQUIREMENT,R2V-372,Billing ledger/tax/reconciliation implementation,UNKNOWN/PRIVATE,OWN,REFERENCE_ONLY,Stripe/Paddle/Kill Bill style components,"VibeFlow is authoritative for VibeFlow Billing Ledger state/policy; external IDs are references, never the source of VibeFlow truth.",Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-007,24 Private or unknowable Replit implementation,UNK,VibeFlow CheckpointManifest + recovery transaction,REPLIT-DERIVED-REQUIREMENT,R2V-373,Checkpoint atomicity algorithm,UNKNOWN/PRIVATE,UNKNOWN/OWN-INDEPENDENTLY,REFERENCE_ONLY,Standards/OSS primitives,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-008,24 Private or unknowable Replit implementation,UNK,VibeFlow Connection/SecretRef broker,REPLIT-DERIVED-REQUIREMENT,R2V-374,Connector credential broker storage,UNKNOWN/PRIVATE,UNKNOWN/OWN-INDEPENDENTLY,REFERENCE_ONLY,Standards/OSS primitives,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-009,24 Private or unknowable Replit implementation,UNK,Connection Broker,REPLIT-DERIVED-REQUIREMENT,R2V-375,Connector credential storage/token-broker implementation,UNKNOWN/PRIVATE,OWN,REFERENCE_ONLY,KMS-backed token vault,"VibeFlow is authoritative for Connection Broker state/policy; external IDs are references, never the source of VibeFlow truth.",Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-010,24 Private or unknowable Replit implementation,UNK,Checkpoint Manifest + reconciliation,REPLIT-DERIVED-REQUIREMENT,R2V-376,Cross-resource checkpoint transaction algorithm,UNKNOWN/PRIVATE,OWN,REFERENCE_ONLY,Immutable manifests + provider snapshots,"VibeFlow is authoritative for Checkpoint Manifest + reconciliation state/policy; external IDs are references, never the source of VibeFlow truth.",Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-011,24 Private or unknowable Replit implementation,UNK,Deployment provider adapters,REPLIT-DERIVED-REQUIREMENT,R2V-377,Deployment scheduler/runtime topology,UNKNOWN/PRIVATE,UNKNOWN/OWN-INDEPENDENTLY,REFERENCE_ONLY,Standards/OSS primitives,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-012,24 Private or unknowable Replit implementation,UNK,Provider-neutral Control Plane API,REPLIT-DERIVED-REQUIREMENT,R2V-378,Exact client-visible GraphQL server schema and resolver implementation,UNKNOWN/PRIVATE,UNKNOWN/OWN-INDEPENDENTLY,REFERENCE_ONLY,Custom VibeFlow API,No Replit implementation authority assumed; VibeFlow defines independently.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-013,24 Private or unknowable Replit implementation,UNK,Explicit origin/session/grant binding,REPLIT-DERIVED-REQUIREMENT,R2V-379,Mobile-web origin security implementation,UNKNOWN/PRIVATE,UNKNOWN/OWN-INDEPENDENTLY,REFERENCE_ONLY,Standards/OSS primitives,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-014,24 Private or unknowable Replit implementation,UNK,Model Routing Policy,REPLIT-DERIVED-REQUIREMENT,R2V-380,Model routing/evaluation economics,UNKNOWN/PRIVATE,BRIDGE,REFERENCE_ONLY,Model gateway/provider adapters,"VibeFlow is authoritative for Model Routing Policy state/policy; external IDs are references, never the source of VibeFlow truth.",Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
