id,domain,capability,replit_role,evidence_class,evidence,evidence_refs,replit_authority,vibeflow_equivalent,vibeflow_authority_rule,canonical_decision,decision,candidate,license_commercial_posture,priority,verification_gate,rationale
R2V-063,03 Native-web workspace bridge,Workspace state request/response,Native requests and receives workspace state.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Web workspace,WorkspaceState projection,"VibeFlow is authoritative for WorkspaceState projection state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Versioned schema,CUSTOM/OWNED,P0,Bridge schema/version/origin/idempotency conformance + device E2E,"Native app should consume a normalized projection, not DOM details."
R2V-064,"04 Identity, organizations, tenancy and authorization",Account deletion/data lifecycle,Mobile client exposes delete-account flows.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Identity/data lifecycle,Deletion Orchestrator,"VibeFlow is authoritative for Deletion Orchestrator state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Workflow engine,CUSTOM/OWNED,P1,AuthN/AuthZ tenant-isolation tests + audit evidence,Must coordinate VibeFlow data and disconnected provider grants.
R2V-065,"04 Identity, organizations, tenancy and authorization",App-level authentication separate from builder auth,Replit supports authentication inside apps independently of the builder account.,DOCUMENTED,D,Replit Docs: App authentication,Application platform,App Auth Provider Binding,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for App Auth Provider Binding.",BRIDGE,BRIDGE,Clerk/Replit Auth/OIDC adapters,VERIFY PER DEPENDENCY,P0,AuthN/AuthZ tenant-isolation tests + audit evidence,Never conflate builder identity with app end-user identity.
R2V-066,"04 Identity, organizations, tenancy and authorization",Application SSO/OAuth provider configuration,Published apps can be wired to supported auth providers/SSO.,DOCUMENTED,D,Replit Docs: App authentication,Application auth service,App Identity Adapter,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for App Identity Adapter.",BRIDGE,BRIDGE,OIDC/SAML provider adapters,VERIFY PER DEPENDENCY,P0,AuthN/AuthZ tenant-isolation tests + audit evidence,"Belongs to app/deployment capability, not VibeFlow account auth."
R2V-067,"04 Identity, organizations, tenancy and authorization",Audit logs,"Enterprise audit log system, currently WorkOS-backed.",DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Enterprise audit,Audit Event Ledger,"VibeFlow is authoritative for Audit Event Ledger state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,ADOPT+OWN EVENT MODEL,OpenTelemetry/audit DB; WorkOS optional,Apache-2.0,P1,AuthN/AuthZ tenant-isolation tests + audit evidence,Own event schema; outsource portal/streaming if useful.
R2V-068,"04 Identity, organizations, tenancy and authorization",Builder account session refresh,Compiled client contains refresh/session/auth-cookie logic around Apollo.,PACKAGE-PROVEN,P-HBC,Hermes: auth cluster,Account/auth service,VibeFlow Session,"VibeFlow is authoritative for VibeFlow Session state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN+ADOPT,Better Auth/OIDC + custom account authority,MIT,P1,AuthN/AuthZ tenant-isolation tests + audit evidence,"Commodity auth mechanics, VibeFlow-owned account/resource semantics."
R2V-069,"04 Identity, organizations, tenancy and authorization",Email/password account auth,Onboarding/auth flows and password recovery.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Replit identity,VibeFlow Account Identity,"VibeFlow is authoritative for VibeFlow Account Identity state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,ADOPT+OWN BOUNDARY,Better Auth / OIDC,MIT,P0,AuthN/AuthZ tenant-isolation tests + audit evidence,Reuse mechanics; VibeFlow owns account identity semantics.
R2V-070,"04 Identity, organizations, tenancy and authorization",Google/Apple/GitHub native SSO,Native SSO modules and hooks.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Replit identity,Federated Login,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Federated Login.,ADOPT,ADOPT,OIDC/OAuth providers,VERIFY PER DEPENDENCY,P1,AuthN/AuthZ tenant-isolation tests + audit evidence,Provider integrations remain external.
R2V-071,"04 Identity, organizations, tenancy and authorization",MFA / verification,Auth and verification client flows.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Identity,MFA / verification,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for MFA / verification.,ADOPT,ADOPT,WebAuthn/TOTP/email verification libraries,VERIFY PER DEPENDENCY,P0,AuthN/AuthZ tenant-isolation tests + audit evidence,Commodity security.
R2V-072,"04 Identity, organizations, tenancy and authorization",Native OAuth callback routing,App links/intent filters route provider callbacks into native shell.,PACKAGE-PROVEN,P-CONFIG,APK: android/06_expo_app_config.json,Mobile auth boundary,OAuth Callback Broker,"VibeFlow is authoritative for OAuth Callback Broker state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,App Links/Universal Links + PKCE,CUSTOM/OWNED,P0,AuthN/AuthZ tenant-isolation tests + audit evidence,Bind callback to nonce/account/provider connection.
R2V-073,"04 Identity, organizations, tenancy and authorization",Project ownership,Owner selection/provider appears in mobile client.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Project authority,Project ownership,"VibeFlow is authoritative for Project ownership state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Canonical resource graph,CUSTOM/OWNED,P0,AuthN/AuthZ tenant-isolation tests + audit evidence,Ownership must be explicit and transferable.
R2V-074,"04 Identity, organizations, tenancy and authorization",Resource visibility/private access,Publishing/project visibility controls.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Policy plane,Resource policy,"VibeFlow is authoritative for Resource policy state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,OpenFGA + gateway,Apache-2.0,P1,AuthN/AuthZ tenant-isolation tests + audit evidence,"Uniform policy across projects, artifacts, deployments and connections."
R2V-075,"04 Identity, organizations, tenancy and authorization",Roles/groups,Role/group access and enterprise controls.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Tenant policy,Role/Group binding,"VibeFlow is authoritative for Role/Group binding state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN+ADOPT,OpenFGA,Apache-2.0,P1,AuthN/AuthZ tenant-isolation tests + audit evidence,"Model resource-specific authorization, not UI roles only."
R2V-076,"04 Identity, organizations, tenancy and authorization",SAML SSO,Native SAML source path and enterprise docs.,CORROBORATED,P+D,Prior XAPK/docs evidence register; see Final Source Register,Enterprise identity,Enterprise SSO,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,BRIDGE,OUTSOURCE EARLY,WorkOS / Auth0 / Zitadel,VERIFY PER DEPENDENCY,P1,AuthN/AuthZ tenant-isolation tests + audit evidence,Avoid building enterprise federation plumbing initially.
R2V-077,"04 Identity, organizations, tenancy and authorization",SCIM lifecycle provisioning,Enterprise identity lifecycle can be provisioned centrally.,DOCUMENTED,D,Replit Docs index: SAML/SCIM,Enterprise identity control plane,Enterprise Provisioning,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,SCIM 2.0,CUSTOM/OWNED,P1,AuthN/AuthZ tenant-isolation tests + audit evidence,Enterprise requirement after core product.
R2V-078,"04 Identity, organizations, tenancy and authorization",Viewer-seat / restricted enterprise role,Enterprise supports limited-access seat/role concepts distinct from builders.,DOCUMENTED,D,Replit Docs index: viewer seats,Enterprise org authority,Org Role/Seat Policy,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Custom RBAC + OpenFGA,Apache-2.0,P1,AuthN/AuthZ tenant-isolation tests + audit evidence,Model role separately from billing seat.
R2V-079,"04 Identity, organizations, tenancy and authorization",Workspace/organization membership,Teams/workspaces organize members and resources.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Tenant authority,Organization + Membership,"VibeFlow is authoritative for Organization + Membership state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,PostgreSQL + OpenFGA,PostgreSQL License; Apache-2.0,P0,AuthN/AuthZ tenant-isolation tests + audit evidence,Canonical tenant model.
R2V-080,"05 Projects, artifacts, imports and lifecycle",Artifact Library/sidebar,Surfaces generated/downloaded media and reusable project assets.,DOCUMENTED,D,Replit Docs: April 3 2026 changelog,Artifact library,Artifact Registry,"VibeFlow is authoritative for Artifact Registry state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Object metadata + blob adapter,CUSTOM/OWNED,P1,Resource ownership + import integrity + lifecycle tests,Separate artifact metadata authority from underlying storage provider.
R2V-081,"05 Projects, artifacts, imports and lifecycle",Artifact lifecycle,"Artifact can be previewed, published, exported or linked.",DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Artifact authority,ArtifactVersion,"VibeFlow is authoritative for ArtifactVersion state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Content-addressed metadata,CUSTOM/OWNED,P1,Resource ownership + import integrity + lifecycle tests,Artifact identity belongs in evidence/deployment chain.
R2V-082,"05 Projects, artifacts, imports and lifecycle",Artifact relationships,Canvas displays and converts/applies artifacts/designs.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Design/project system,ArtifactGraph,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Graph metadata,CUSTOM/OWNED,P1,Resource ownership + import integrity + lifecycle tests,Useful after core coding/deployment flow.
R2V-083,"05 Projects, artifacts, imports and lifecycle",Direct file upload import,Brings source/assets into project without external repository.,DOCUMENTED,D,Replit Docs: Project Editor,Project import service,Project Archive Import,"VibeFlow is authoritative for Project Archive Import state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,ZIP/tar upload + scanner,CUSTOM/OWNED,P1,Resource ownership + import integrity + lifecycle tests,Scan archive before creating workspace.
